[header]
width=75
height=30
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=../tiles/tileset.png,16,16,0,0

[layer]
type=Tile Layer 1
data=
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,5,5,5,5,5,5,5,5,5,5,5,5,5,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,31,2,2,2,2,2,2,2,2,2,2,31,31,5,5,5,5,5,5,5,5,5,5,5,5,5,5,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,31,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,31,31,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,2,2,31,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,2,2,2,2,31,31,31,31,31,31,31,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,2,2,2,2,2,2,31,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,2,2,2,2,2,2,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,2,2,2,2,2,2,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,
31,2,2,31,31,31,31,31,31,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,
31,2,2,31,31,31,31,31,31,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,2,2,2,2,2,2,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,31,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,2,2,2,2,2,2,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,31,31,31,31,2,2,2,2,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,2,2,2,2,2,2,31,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,31,31,31,31,31,31,31,31,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
31,2,2,2,2,31,31,31,31,2,2,2,2,31,31,31,31,2,2,2,31,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,31,2,2,2,2,2,2,31,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,31,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,31,31,2,2,2,2,2,31,2,2,2,2,2,31,31,31,31,31,31,31,31,31,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,31,31,2,2,2,2,31,31,31,31,31,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,31,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31

